timestamp,heart_rate,spo2,steps
2025-09-18T12:22:24.044062,67.0,98.3,38
2025-09-18T12:22:26.044062,66.1,98.3,38
2025-09-18T12:22:28.044062,68.7,98.4,39
2025-09-18T12:22:30.044062,70.0,98.3,39
2025-09-18T12:22:32.044062,69.1,98.6,39
2025-09-18T12:22:34.044062,69.4,98.3,40
2025-09-18T12:22:36.044062,72.0,98.5,40
2025-09-18T12:22:38.044062,73.5,98.4,40
2025-09-18T12:22:40.044062,74.0,98.5,40
2025-09-18T12:22:42.044062,70.1,98.3,40
2025-09-18T12:22:44.044062,72.1,98.1,40
2025-09-18T12:22:46.044062,73.8,97.9,42
2025-09-18T12:22:48.044062,74.1,97.8,44
2025-09-18T12:22:50.044062,76.0,97.6,44
2025-09-18T12:22:52.044062,75.8,97.7,45
2025-09-18T12:22:54.044062,75.2,97.8,46
2025-09-18T12:22:56.044062,74.5,97.9,47
2025-09-18T12:22:58.044062,74.9,98.0,47
2025-09-18T12:23:00.044062,75.6,97.9,48
2025-09-18T12:23:02.044062,77.1,97.8,50
2025-09-18T12:23:04.044062,78.1,97.9,51
2025-09-18T12:23:06.044062,77.5,98.0,51
2025-09-18T12:23:08.044062,77.2,97.9,52
2025-09-18T12:23:10.044062,76.2,98.3,52
2025-09-18T12:23:12.044062,77.6,98.4,53
2025-09-18T12:23:14.044062,76.7,98.4,53
2025-09-18T12:23:16.044062,76.4,98.5,53
2025-09-18T12:23:18.044062,77.1,98.7,53
2025-09-18T12:23:20.044062,76.6,98.7,54
2025-09-18T12:23:22.044062,74.8,98.5,57
2025-09-18T12:23:24.044062,72.4,98.8,57
2025-09-18T12:23:26.044062,72.0,98.8,57
2025-09-18T12:23:28.044062,73.6,98.9,58
2025-09-18T12:23:30.044062,74.4,98.8,59
2025-09-18T12:23:32.044062,74.5,99.0,59
2025-09-18T12:23:34.044062,75.0,99.0,60
2025-09-18T12:23:36.044062,77.6,98.9,61
2025-09-18T12:23:38.044062,77.5,99.0,61
2025-09-18T12:23:40.044062,77.3,98.8,62
2025-09-18T12:23:42.044062,77.7,99.1,64
2025-09-18T12:23:44.044062,76.1,99.4,65
2025-09-18T12:23:46.044062,76.0,99.3,66
2025-09-18T12:23:48.044062,74.0,99.5,68
2025-09-18T12:23:50.044062,72.1,99.4,72
2025-09-18T12:23:52.044062,71.5,99.5,72
2025-09-18T12:23:54.044062,71.7,99.6,73
2025-09-18T12:23:56.044062,70.7,99.6,73
2025-09-18T12:23:58.044062,70.8,99.8,74
2025-09-18T12:24:00.044062,70.5,99.9,74
2025-09-18T12:24:02.044062,71.3,100.0,74
2025-09-18T12:24:04.044062,72.6,99.9,74
2025-09-18T12:24:06.044062,72.2,100.0,75
2025-09-18T12:24:08.044062,73.4,100.0,75
2025-09-18T12:24:10.044062,73.4,100.0,75
2025-09-18T12:24:12.044062,73.4,100.0,76
2025-09-18T12:24:14.044062,73.8,100.0,76
2025-09-18T12:24:16.044062,73.8,100.0,76
2025-09-18T12:24:18.044062,73.1,100.0,76
2025-09-18T12:24:20.044062,73.0,99.9,76
2025-09-18T12:24:22.044062,75.4,99.9,77
2025-09-18T12:24:24.044062,76.4,99.8,77
2025-09-18T12:24:26.044062,75.7,99.7,78
2025-09-18T12:24:28.044062,77.7,99.6,78
2025-09-18T12:24:30.044062,78.4,99.7,78
2025-09-18T12:24:32.044062,78.2,99.5,78
2025-09-18T12:24:34.044062,77.3,99.3,78
2025-09-18T12:24:36.044062,76.5,99.2,79
2025-09-18T12:24:38.044062,77.8,99.3,79
2025-09-18T12:24:40.044062,80.7,99.4,79
2025-09-18T12:24:42.044062,80.2,99.3,80
2025-09-18T12:24:44.044062,78.5,99.4,80
2025-09-18T12:24:46.044062,77.7,99.3,80
2025-09-18T12:24:48.044062,77.8,99.2,81
2025-09-18T12:24:50.044062,78.3,99.2,82
2025-09-18T12:24:52.044062,78.9,99.0,83
2025-09-18T12:24:54.044062,80.0,98.9,83
2025-09-18T12:24:56.044062,80.3,98.5,83
2025-09-18T12:24:58.044062,78.5,98.6,83
2025-09-18T12:25:00.044062,81.8,98.4,83
2025-09-18T12:25:02.044062,81.1,98.5,84
2025-09-18T12:25:04.044062,78.1,98.4,87
2025-09-18T12:25:06.044062,78.3,98.4,87
2025-09-18T12:25:08.044062,78.9,98.6,87
2025-09-18T12:25:10.044062,78.2,98.7,87
2025-09-18T12:25:12.044062,78.9,98.9,87
2025-09-18T12:25:14.044062,78.5,99.0,87
2025-09-18T12:25:16.044062,77.7,98.7,88
2025-09-18T12:25:18.044062,78.1,98.6,88
2025-09-18T12:25:20.044062,78.4,98.8,90
2025-09-18T12:25:22.044062,78.8,98.7,90
2025-09-18T12:25:24.044062,79.0,98.7,90
2025-09-18T12:25:26.044062,80.0,98.6,91
2025-09-18T12:25:28.044062,79.6,98.7,91
2025-09-18T12:25:30.044062,81.2,98.7,91
2025-09-18T12:25:32.044062,82.3,98.8,92
2025-09-18T12:25:34.044062,81.4,98.6,93
2025-09-18T12:25:36.044062,80.3,98.3,93
2025-09-18T12:25:38.044062,80.5,98.7,93
2025-09-18T12:25:40.044062,82.7,98.8,94
2025-09-18T12:25:42.044062,84.9,99.0,97
2025-09-18T12:25:44.044062,88.0,99.0,97
2025-09-18T12:25:46.044062,117.6,92.6,97
2025-09-18T12:25:48.044062,117.3,92.7,98
2025-09-18T12:25:50.044062,117.0,92.4,98
2025-09-18T12:25:52.044062,113.8,92.4,98
2025-09-18T12:25:54.044062,116.0,92.6,99
2025-09-18T12:25:56.044062,115.0,92.6,99
2025-09-18T12:25:58.044062,114.2,92.6,99
2025-09-18T12:26:00.044062,114.1,92.6,99
2025-09-18T12:26:02.044062,117.2,92.5,100
2025-09-18T12:26:04.044062,114.0,92.6,101
2025-09-18T12:26:06.044062,114.3,92.6,101
2025-09-18T12:26:08.044062,115.3,92.4,101
2025-09-18T12:26:10.044062,115.9,92.3,101
2025-09-18T12:26:12.044062,115.1,92.2,101
2025-09-18T12:26:14.044062,115.2,92.1,102
2025-09-18T12:26:16.044062,114.9,92.1,104
2025-09-18T12:26:18.044062,113.6,92.2,105
2025-09-18T12:26:20.044062,111.6,92.4,106
2025-09-18T12:26:22.044062,110.8,92.2,106
2025-09-18T12:26:24.044062,109.2,92.5,106
2025-09-18T12:26:26.044062,109.5,92.5,106
2025-09-18T12:26:28.044062,109.4,92.6,107
2025-09-18T12:26:30.044062,112.0,92.7,107
2025-09-18T12:26:32.044062,110.5,92.8,107
2025-09-18T12:26:34.044062,108.5,92.8,108
2025-09-18T12:26:36.044062,108.8,93.0,109
2025-09-18T12:26:38.044062,108.6,93.1,109
2025-09-18T12:26:40.044062,108.2,93.1,109
2025-09-18T12:26:42.044062,106.4,93.0,110
2025-09-18T12:26:44.044062,105.2,93.4,112
2025-09-18T12:26:46.044062,104.6,93.4,113
2025-09-18T12:26:48.044062,104.1,93.5,114
2025-09-18T12:26:50.044062,103.4,93.7,116
2025-09-18T12:26:52.044062,104.1,93.5,116
2025-09-18T12:26:54.044062,104.0,93.6,116
2025-09-18T12:26:56.044062,104.5,93.7,117
2025-09-18T12:26:58.044062,103.9,93.8,117
2025-09-18T12:27:00.044062,104.9,93.8,118
2025-09-18T12:27:02.044062,104.9,93.9,119
2025-09-18T12:27:04.044062,103.2,94.0,119
2025-09-18T12:27:06.044062,101.9,94.2,119
2025-09-18T12:27:08.044062,102.4,93.9,119
2025-09-18T12:27:10.044062,103.5,93.9,119
2025-09-18T12:27:12.044062,104.3,93.9,120
2025-09-18T12:27:14.044062,103.7,94.1,121
2025-09-18T12:27:16.044062,101.7,93.9,121
2025-09-18T12:27:18.044062,101.3,93.8,121
2025-09-18T12:27:20.044062,99.0,93.6,121
2025-09-18T12:27:22.044062,98.8,93.5,122
2025-09-18T12:27:24.044062,97.5,93.5,122
2025-09-18T12:27:26.044062,97.7,93.6,122
2025-09-18T12:27:28.044062,96.9,93.5,122
2025-09-18T12:27:30.044062,96.1,93.7,126
2025-09-18T12:27:32.044062,97.8,93.6,126
2025-09-18T12:27:34.044062,97.2,93.7,126
2025-09-18T12:27:36.044062,99.0,94.0,127
2025-09-18T12:27:38.044062,99.7,94.1,127
2025-09-18T12:27:40.044062,97.6,93.9,128
2025-09-18T12:27:42.044062,97.0,94.0,128
2025-09-18T12:27:44.044062,100.0,93.9,128
2025-09-18T12:27:46.044062,100.8,94.2,130
2025-09-18T12:27:48.044062,101.8,94.2,131
2025-09-18T12:27:50.044062,101.0,94.3,132
2025-09-18T12:27:52.044062,100.8,94.3,133
2025-09-18T12:27:54.044062,101.3,94.4,133
2025-09-18T12:27:56.044062,102.3,94.2,134
2025-09-18T12:27:58.044062,103.1,94.5,134
2025-09-18T12:28:00.044062,103.4,94.7,134
2025-09-18T12:28:02.044062,104.1,94.8,136
2025-09-18T12:28:04.044062,105.4,94.6,137
2025-09-18T12:28:06.044062,104.8,94.6,140
2025-09-18T12:28:08.044062,106.7,94.6,140
2025-09-18T12:28:10.044062,105.0,94.3,142
2025-09-18T12:28:12.044062,105.3,94.2,142
2025-09-18T12:28:14.044062,106.0,94.2,143
2025-09-18T12:28:16.044062,107.1,94.2,143
2025-09-18T12:28:18.044062,107.2,94.1,144
2025-09-18T12:28:20.044062,107.6,94.2,146
2025-09-18T12:28:22.044062,107.9,94.3,146
2025-09-18T12:28:24.044062,107.0,94.6,146
2025-09-18T12:28:26.044062,107.2,94.5,147
2025-09-18T12:28:28.044062,106.9,94.5,147
2025-09-18T12:28:30.044062,109.8,94.4,149
2025-09-18T12:28:32.044062,109.8,94.3,149
2025-09-18T12:28:34.044062,112.7,94.3,150
2025-09-18T12:28:36.044062,112.9,94.0,150
2025-09-18T12:28:38.044062,111.7,93.9,152
2025-09-18T12:28:40.044062,113.4,94.1,153
2025-09-18T12:28:42.044062,115.6,94.1,155
2025-09-18T12:28:44.044062,115.7,94.3,155
2025-09-18T12:28:46.044062,116.2,94.6,155
2025-09-18T12:28:48.044062,115.0,94.5,156
2025-09-18T12:28:50.044062,117.0,94.6,159
2025-09-18T12:28:52.044062,116.4,94.6,159
2025-09-18T12:28:54.044062,117.7,94.6,160
2025-09-18T12:28:56.044062,116.3,94.4,160
2025-09-18T12:28:58.044062,116.5,94.5,161
2025-09-18T12:29:00.044062,114.6,94.5,162
2025-09-18T12:29:02.044062,116.4,94.7,162
2025-09-18T12:29:04.044062,117.0,94.7,162
2025-09-18T12:29:06.044062,116.9,94.9,163
2025-09-18T12:29:08.044062,114.2,94.9,163
2025-09-18T12:29:10.044062,114.7,94.9,164
2025-09-18T12:29:12.044062,114.1,95.0,164
2025-09-18T12:29:14.044062,114.2,94.8,165
2025-09-18T12:29:16.044062,115.0,94.6,165
2025-09-18T12:29:18.044062,116.0,94.7,167
2025-09-18T12:29:20.044062,115.7,94.8,167
2025-09-18T12:29:22.044062,115.7,94.7,167
2025-09-18T12:29:24.044062,115.6,94.5,167
2025-09-18T12:29:26.044062,114.8,94.5,169
2025-09-18T12:29:28.044062,115.0,94.6,169
2025-09-18T12:29:30.044062,112.5,95.0,169
2025-09-18T12:29:32.044062,111.4,95.1,170
2025-09-18T12:29:34.044062,110.6,95.4,170
2025-09-18T12:29:36.044062,111.7,95.5,171
2025-09-18T12:29:38.044062,112.8,95.6,171
2025-09-18T12:29:40.044062,113.1,95.6,171
2025-09-18T12:29:42.044062,111.7,95.9,171
2025-09-18T12:29:44.044062,113.0,95.8,172
2025-09-18T12:29:46.044062,112.7,96.0,173
2025-09-18T12:29:48.044062,113.5,96.1,174
2025-09-18T12:29:50.044062,113.3,96.1,174
2025-09-18T12:29:52.044062,115.2,95.9,174
2025-09-18T12:29:54.044062,114.5,95.7,174
2025-09-18T12:29:56.044062,116.4,95.9,174
2025-09-18T12:29:58.044062,117.6,95.8,174
2025-09-18T12:30:00.044062,115.9,95.6,174
2025-09-18T12:30:02.044062,117.6,95.7,176
2025-09-18T12:30:04.044062,118.5,95.7,177
2025-09-18T12:30:06.044062,118.3,95.8,177
2025-09-18T12:30:08.044062,117.2,95.7,178
2025-09-18T12:30:10.044062,118.3,95.4,178
2025-09-18T12:30:12.044062,117.2,95.4,179
2025-09-18T12:30:14.044062,119.4,95.4,180
2025-09-18T12:30:16.044062,119.4,95.5,181
2025-09-18T12:30:18.044062,119.9,95.5,183
2025-09-18T12:30:20.044062,120.5,95.3,185
2025-09-18T12:30:22.044062,121.4,95.2,186
2025-09-18T12:30:24.044062,120.6,95.3,186
2025-09-18T12:30:26.044062,119.2,95.3,187
2025-09-18T12:30:28.044062,120.7,95.6,187
2025-09-18T12:30:30.044062,122.4,95.3,188
2025-09-18T12:30:32.044062,121.4,95.6,189
2025-09-18T12:30:34.044062,121.8,95.5,189
2025-09-18T12:30:36.044062,120.5,95.4,189
2025-09-18T12:30:38.044062,119.6,95.4,189
2025-09-18T12:30:40.044062,120.8,95.4,189
2025-09-18T12:30:42.044062,119.4,95.2,191
2025-09-18T12:30:44.044062,119.1,95.5,192
2025-09-18T12:30:46.044062,119.7,95.3,192
2025-09-18T12:30:48.044062,119.6,95.2,192
2025-09-18T12:30:50.044062,120.9,95.3,192
2025-09-18T12:30:52.044062,119.6,95.2,193
2025-09-18T12:30:54.044062,119.7,95.4,193
2025-09-18T12:30:56.044062,119.1,95.5,195
2025-09-18T12:30:58.044062,117.8,95.3,195
2025-09-18T12:31:00.044062,117.9,95.4,195
2025-09-18T12:31:02.044062,120.5,95.3,196
2025-09-18T12:31:04.044062,120.6,95.3,199
2025-09-18T12:31:06.044062,120.0,95.2,199
2025-09-18T12:31:08.044062,118.7,95.4,200
2025-09-18T12:31:10.044062,118.7,95.5,201
2025-09-18T12:31:12.044062,115.7,95.6,201
2025-09-18T12:31:14.044062,116.3,95.6,201
2025-09-18T12:31:16.044062,112.8,95.6,202
2025-09-18T12:31:18.044062,114.6,95.8,202
2025-09-18T12:31:20.044062,114.4,96.0,203
2025-09-18T12:31:22.044062,113.7,96.0,203
2025-09-18T12:31:24.044062,114.1,95.9,203
2025-09-18T12:31:26.044062,112.2,96.0,203
2025-09-18T12:31:28.044062,111.0,96.0,203
2025-09-18T12:31:30.044062,110.4,95.8,205
2025-09-18T12:31:32.044062,110.3,95.8,205
2025-09-18T12:31:34.044062,111.4,95.6,205
2025-09-18T12:31:36.044062,110.2,95.6,205
2025-09-18T12:31:38.044062,108.7,95.6,206
2025-09-18T12:31:40.044062,107.1,95.4,209
2025-09-18T12:31:42.044062,108.5,95.2,209
2025-09-18T12:31:44.044062,108.4,95.4,211
2025-09-18T12:31:46.044062,107.6,95.4,211
2025-09-18T12:31:48.044062,107.7,95.6,211
2025-09-18T12:31:50.044062,108.0,95.6,211
2025-09-18T12:31:52.044062,107.0,95.8,211
2025-09-18T12:31:54.044062,107.8,95.9,211
2025-09-18T12:31:56.044062,108.2,95.8,211
2025-09-18T12:31:58.044062,108.9,96.0,211
2025-09-18T12:32:00.044062,109.2,95.9,212
2025-09-18T12:32:02.044062,108.5,96.0,213
2025-09-18T12:32:04.044062,109.4,96.1,213
2025-09-18T12:32:06.044062,110.0,96.1,213
2025-09-18T12:32:08.044062,107.9,95.8,214
2025-09-18T12:32:10.044062,107.7,95.8,215
2025-09-18T12:32:12.044062,108.0,95.8,216
2025-09-18T12:32:14.044062,107.7,96.0,218
2025-09-18T12:32:16.044062,108.0,95.8,219
2025-09-18T12:32:18.044062,107.8,95.8,220
2025-09-18T12:32:20.044062,109.3,95.8,220
2025-09-18T12:32:22.044062,109.6,96.2,221
2025-09-18T12:32:24.044062,110.0,96.4,221
2025-09-18T12:32:26.044062,109.7,96.4,223
2025-09-18T12:32:28.044062,111.3,96.3,224
2025-09-18T12:32:30.044062,109.8,96.4,225
2025-09-18T12:32:32.044062,108.1,96.2,225
2025-09-18T12:32:34.044062,107.1,95.9,226
2025-09-18T12:32:36.044062,105.4,95.6,226
2025-09-18T12:32:38.044062,103.6,95.8,226
2025-09-18T12:32:40.044062,102.9,96.2,226
2025-09-18T12:32:42.044062,104.8,96.5,227
2025-09-18T12:32:44.044062,104.0,96.6,227
2025-09-18T12:32:46.044062,105.4,96.5,228
2025-09-18T12:32:48.044062,104.0,96.5,228
2025-09-18T12:32:50.044062,103.9,96.5,231
2025-09-18T12:32:52.044062,106.1,96.3,231
2025-09-18T12:32:54.044062,107.5,96.3,232
2025-09-18T12:32:56.044062,106.9,96.1,232
2025-09-18T12:32:58.044062,107.1,95.8,233
2025-09-18T12:33:00.044062,108.3,95.8,233
2025-09-18T12:33:02.044062,108.1,96.0,233
2025-09-18T12:33:04.044062,108.3,96.0,233
2025-09-18T12:33:06.044062,109.4,96.1,234
2025-09-18T12:33:08.044062,110.3,96.3,234
2025-09-18T12:33:10.044062,110.2,96.2,234
2025-09-18T12:33:12.044062,109.9,96.3,235
2025-09-18T12:33:14.044062,109.3,96.3,236
2025-09-18T12:33:16.044062,106.4,96.4,237
2025-09-18T12:33:18.044062,106.7,96.4,238
2025-09-18T12:33:20.044062,104.8,96.3,239
2025-09-18T12:33:22.044062,103.5,96.4,239
2025-09-18T12:33:24.044062,103.6,96.5,239
2025-09-18T12:33:26.044062,103.1,96.4,240
2025-09-18T12:33:28.044062,101.9,96.4,241
2025-09-18T12:33:30.044062,102.3,96.7,241
2025-09-18T12:33:32.044062,100.8,96.7,243
2025-09-18T12:33:34.044062,102.9,96.5,243
2025-09-18T12:33:36.044062,104.6,96.5,243
2025-09-18T12:33:38.044062,103.8,96.6,243
2025-09-18T12:33:40.044062,105.2,96.5,243
2025-09-18T12:33:42.044062,104.8,96.6,245
2025-09-18T12:33:44.044062,104.7,96.5,245
2025-09-18T12:33:46.044062,103.6,96.5,246
2025-09-18T12:33:48.044062,103.7,96.2,247
2025-09-18T12:33:50.044062,105.1,96.3,248
2025-09-18T12:33:52.044062,105.7,96.2,248
2025-09-18T12:33:54.044062,105.3,96.1,250
2025-09-18T12:33:56.044062,107.8,96.0,252
2025-09-18T12:33:58.044062,107.7,96.0,253
2025-09-18T12:34:00.044062,106.3,96.0,254
2025-09-18T12:34:02.044062,106.9,96.1,255
2025-09-18T12:34:04.044062,107.3,96.1,256
2025-09-18T12:34:06.044062,108.9,96.1,256
2025-09-18T12:34:08.044062,110.4,96.1,256
2025-09-18T12:34:10.044062,111.4,96.2,256
2025-09-18T12:34:12.044062,110.9,96.0,257
2025-09-18T12:34:14.044062,109.1,96.2,257
2025-09-18T12:34:16.044062,109.2,96.2,258
2025-09-18T12:34:18.044062,108.6,96.3,259
2025-09-18T12:34:20.044062,108.0,96.4,260
2025-09-18T12:34:22.044062,106.8,96.3,260
2025-09-18T12:34:24.044062,107.4,96.3,262
2025-09-18T12:34:26.044062,107.9,96.3,263
2025-09-18T12:34:28.044062,105.9,95.9,263
2025-09-18T12:34:30.044062,106.2,95.9,263
2025-09-18T12:34:32.044062,105.9,96.0,263
2025-09-18T12:34:34.044062,106.1,96.0,263
2025-09-18T12:34:36.044062,107.2,96.0,264
2025-09-18T12:34:38.044062,107.6,96.2,264
2025-09-18T12:34:40.044062,107.6,96.2,265
2025-09-18T12:34:42.044062,108.9,96.1,267
2025-09-18T12:34:44.044062,110.0,96.1,267
2025-09-18T12:34:46.044062,110.8,96.0,269
2025-09-18T12:34:48.044062,110.0,96.0,270
2025-09-18T12:34:50.044062,111.1,96.1,271
2025-09-18T12:34:52.044062,109.0,96.0,272
2025-09-18T12:34:54.044062,108.8,96.1,273
2025-09-18T12:34:56.044062,107.6,96.2,273
2025-09-18T12:34:58.044062,107.3,95.9,275
2025-09-18T12:35:00.044062,110.0,95.9,275
2025-09-18T12:35:02.044062,109.5,95.5,275
2025-09-18T12:35:04.044062,109.2,95.2,276
2025-09-18T12:35:06.044062,129.5,89.7,276
2025-09-18T12:35:08.044062,129.1,89.6,277
2025-09-18T12:35:10.044062,129.6,89.6,277
2025-09-18T12:35:12.044062,128.5,89.6,277
2025-09-18T12:35:14.044062,128.5,89.8,278
2025-09-18T12:35:16.044062,127.7,89.5,278
2025-09-18T12:35:18.044062,128.0,89.6,278
2025-09-18T12:35:20.044062,127.4,89.6,278
2025-09-18T12:35:22.044062,129.3,89.8,278
2025-09-18T12:35:24.044062,126.8,89.7,278
2025-09-18T12:35:26.044062,126.6,89.7,278
2025-09-18T12:35:28.044062,126.8,89.7,278
2025-09-18T12:35:30.044062,126.7,89.7,280
2025-09-18T12:35:32.044062,126.0,89.8,280
2025-09-18T12:35:34.044062,124.6,89.8,280
2025-09-18T12:35:36.044062,124.4,89.5,280
2025-09-18T12:35:38.044062,124.6,89.4,281
2025-09-18T12:35:40.044062,125.2,89.5,282
2025-09-18T12:35:42.044062,126.4,89.4,285
2025-09-18T12:35:44.044062,124.2,89.3,285
2025-09-18T12:35:46.044062,126.1,89.4,285
2025-09-18T12:35:48.044062,125.8,89.2,286
2025-09-18T12:35:50.044062,127.4,89.4,286
2025-09-18T12:35:52.044062,125.4,89.3,287
2025-09-18T12:35:54.044062,127.6,89.3,287
2025-09-18T12:35:56.044062,127.6,89.2,287
2025-09-18T12:35:58.044062,126.3,89.1,288
2025-09-18T12:36:00.044062,127.0,89.1,289
2025-09-18T12:36:02.044062,127.3,89.2,290
2025-09-18T12:36:04.044062,127.1,89.3,290
2025-09-18T12:36:06.044062,125.7,89.3,290
2025-09-18T12:36:08.044062,126.5,89.4,290
2025-09-18T12:36:10.044062,125.5,89.3,290
2025-09-18T12:36:12.044062,123.2,89.4,290
2025-09-18T12:36:14.044062,125.6,89.3,290
2025-09-18T12:36:16.044062,127.0,89.6,290
2025-09-18T12:36:18.044062,126.4,89.5,290
2025-09-18T12:36:20.044062,126.7,89.6,291
2025-09-18T12:36:22.044062,126.3,89.7,291
2025-09-18T12:36:24.044062,126.1,89.5,291
2025-09-18T12:36:26.044062,126.4,89.6,291
2025-09-18T12:36:28.044062,127.2,89.5,291
2025-09-18T12:36:30.044062,130.5,89.5,292
2025-09-18T12:36:32.044062,131.1,89.6,293
2025-09-18T12:36:34.044062,132.5,89.6,293
2025-09-18T12:36:36.044062,132.3,89.7,295
2025-09-18T12:36:38.044062,134.7,89.7,296
2025-09-18T12:36:40.044062,133.5,89.5,296
2025-09-18T12:36:42.044062,134.6,89.5,296
2025-09-18T12:36:44.044062,135.5,89.6,296
2025-09-18T12:36:46.044062,136.5,89.7,298
2025-09-18T12:36:48.044062,136.4,89.6,298
2025-09-18T12:36:50.044062,135.6,89.6,298
2025-09-18T12:36:52.044062,133.4,89.6,298
2025-09-18T12:36:54.044062,134.2,89.7,298
2025-09-18T12:36:56.044062,132.2,89.6,298
2025-09-18T12:36:58.044062,133.2,89.6,298
2025-09-18T12:37:00.044062,134.0,89.4,299
2025-09-18T12:37:02.044062,133.0,89.5,299
2025-09-18T12:37:04.044062,135.6,89.3,299
2025-09-18T12:37:06.044062,134.3,89.4,301
2025-09-18T12:37:08.044062,132.9,89.4,301
2025-09-18T12:37:10.044062,130.7,89.4,302
2025-09-18T12:37:12.044062,162.5,85.3,302
2025-09-18T12:37:14.044062,162.1,85.3,302
2025-09-18T12:37:16.044062,163.1,85.2,302
2025-09-18T12:37:18.044062,161.4,85.1,302
2025-09-18T12:37:20.044062,161.8,85.1,303
2025-09-18T12:37:22.044062,161.7,85.4,304
2025-09-18T12:37:24.044062,162.8,85.6,306
2025-09-18T12:37:26.044062,162.1,85.5,307
2025-09-18T12:37:28.044062,162.6,85.5,307
2025-09-18T12:37:30.044062,160.9,85.5,307
2025-09-18T12:37:32.044062,162.3,85.4,307
2025-09-18T12:37:34.044062,161.9,85.7,307
2025-09-18T12:37:36.044062,163.1,86.0,307
2025-09-18T12:37:38.044062,164.6,86.1,308
2025-09-18T12:37:40.044062,163.5,86.2,308
2025-09-18T12:37:42.044062,162.9,86.2,308
2025-09-18T12:37:44.044062,163.7,86.1,308
2025-09-18T12:37:46.044062,163.5,85.9,308
2025-09-18T12:37:48.044062,166.4,86.1,308
2025-09-18T12:37:50.044062,166.4,86.1,308
2025-09-18T12:37:52.044062,167.2,86.3,309
2025-09-18T12:37:54.044062,167.0,86.3,309
2025-09-18T12:37:56.044062,168.1,86.2,309
2025-09-18T12:37:58.044062,169.3,86.0,310
2025-09-18T12:38:00.044062,169.5,86.0,310
2025-09-18T12:38:02.044062,167.6,85.9,310
2025-09-18T12:38:04.044062,167.5,85.6,310
2025-09-18T12:38:06.044062,167.5,85.7,310
2025-09-18T12:38:08.044062,166.0,85.6,310
2025-09-18T12:38:10.044062,167.5,85.7,310
2025-09-18T12:38:12.044062,168.1,85.8,311
2025-09-18T12:38:14.044062,168.9,85.8,311
2025-09-18T12:38:16.044062,169.3,85.9,311
2025-09-18T12:38:18.044062,168.0,85.9,311
2025-09-18T12:38:20.044062,168.0,85.6,311
2025-09-18T12:38:22.044062,169.0,85.5,311
2025-09-18T12:38:24.044062,168.3,85.5,311
2025-09-18T12:38:26.044062,168.9,85.6,312
